,id,Store,category,name,price,sales_price,color,gender
50,C1DR6028M032,CafèNoir,Tronchetti,tronchetto con elastico suola alta camel,89.9,44.95,Beige,Donna
51,C1DR6027M032,CafèNoir,Tronchetti,tronchetto in pelle scamosciata con suola alta camel,79.9,39.95,Beige,Donna
52,C1DN9002M008,CafèNoir,Running,running in nylon beige,119.9,59.95,Beige,Donna
53,C1DL6000M008,CafèNoir,Running,running da donna in pelle scamosciata beige,99.9,49.95,Beige,Donna
54,C1XK9006M008,CafèNoir,Sandali,sandali in tessuto su zeppa corda beige,125.0,50.0,Beige,Donna
55,C1EF5004M072,CafèNoir,Tronchetti,tronchetti affusolati in pelle con cerniera laterale e tacchetto medio ecru,149.9,104.93,Beige,Donna
56,C1LC5426M006,CafèNoir,Sandali,"sandali modello a ""t"" in camoscio e nappa con accessorio catena sabbia",139.9,97.93,Beige,Donna
57,C1LC5927M006,CafèNoir,Ciabatte,ciabatta in camoscio e nappa con accessorio catena sabbia,139.9,97.93,Beige,Donna
58,C1XA9010M006,CafèNoir,Sandali,sandali in tessuto con allacciatura schiava su zeppa corda sabbia,105.0,42.0,Beige,Donna
59,C1NA4140W025,CafèNoir,Tronchetti,tronchetto donna in nappa con elastico nude,159.0,79.5,Beige,Donna
60,C1DF6124M008,CafèNoir,Slip-on,slip-on in pelle scamosciata laminata con riporti glitter beige,139.9,97.93,Beige,Donna
61,C1LF5006M006,CafèNoir,Sandali,sandali gilda in pelle con accessorio anello sabbia,139.9,97.93,Beige,Donna
62,C1XW6008M032,CafèNoir,Tronchetti,tronchetto da donna con bordo mocassino e pelliccia sintetica camel,125.0,50.0,Beige,Donna
63,C1DE5015M072,CafèNoir,Slip-on,slip-on in camoscio con fascia strass ecru,139.9,97.93,Beige,Donna
64,C1NC1052M003,CafèNoir,Sandali,sandali in nappa con fascia e incrocio alla caviglia biscotto,119.9,83.93,Beige,Donna
65,C1LA6110,CafèNoir,Stivali,stivali in pelle scamosciata con cuciture ornamentali,179.0,71.6,Beige,Donna
66,C1EF5005M072,CafèNoir,Décolleté,décolleté due fasce in pelle scamosciata con laccio dietro ecru,129.9,90.93,Beige,Donna
67,C1XA9003M006,CafèNoir,Sandali,sandali in tessuto con borchie su zeppa corda sabbia,105.0,42.0,Beige,Donna
68,C1XR6011,CafèNoir,Stivali,stivali alti in pelle scamosciata,169.0,67.6,Beige,Donna
69,C1XA9002M006,CafèNoir,Sandali,sandali in tessuto e zeppa in corda sabbia,105.0,42.0,Beige,Donna
70,C1HA6001M003,CafèNoir,Tronchetti,tronchetto donna in crosta con elastico biscotto,119.0,59.5,Beige,Donna
71,C1GF9001W059,CafèNoir,Sandali,sandali frate con doppia catena osso,109.9,76.93,Beige,Donna
72,C1LM1043M008,CafèNoir,Sandali,sandali in pelle con fascia e incrocio beige,99.9,69.93,Beige,Donna
73,C1NB5010M072,CafèNoir,Décolleté,dècollète in pelle scamosciata ecru,129.0,64.5,Beige,Donna
74,C1DN6026L017,CafèNoir,Sneakers,sneakers in pelle scamosciata e tessuto multi sabbia,139.9,97.93,Beige,Donna
75,C1XB1007W025,CafèNoir,Sandali,sandali in pelle con mignon strass nude,135.0,54.0,Beige,Donna
76,C1DN1037M008,CafèNoir,Sneakers,sneakers in pelle e pizzo beige,139.9,97.93,Beige,Donna
77,C1EF5016M072,CafèNoir,Décolleté,dècollète in suede con cinturino asimmetrico e catena decorativa ecru,139.0,69.5,Beige,Donna
78,C1HF9002M008,CafèNoir,Sandali,sandali in canvas su zeppa in corda beige,79.0,39.5,Beige,Donna
79,C1EF4015M008,CafèNoir,Décolleté,dècollète con gabbia che cinge la caviglia e catena decorativa beige,149.0,74.5,Beige,Donna
80,C1DN1004M008,CafèNoir,Sneakers,sneakers in pelle con ricamo imbottito beige,149.0,74.5,Beige,Donna
81,C1DB6031M008,CafèNoir,Sneakers,sneakers in pelle scamosciata e tessuto beige,99.9,69.93,Beige,Donna
82,C1XV7000W025,CafèNoir,Mocassini,mocassini donna in camoscio con mignon strass nude,125.0,50.0,Beige,Donna
83,C1XW6006M032,CafèNoir,Tronchetti,tronchetto donna con bordo mocassino e pelliccia sintetica camel,125.0,50.0,Beige,Donna
84,C1XV1000W025,CafèNoir,Mocassini,mocassini in pelle con morsetto nude,125.0,50.0,Beige,Donna
85,C1EF5002,CafèNoir,Tronchetti,tronchetti spuntati in pelle scamosciata,129.0,64.5,Beige,Donna
86,C1DN9570,CafèNoir,Slip,slip on in maglia elastica con inserti in pelle e camoscio,149.0,59.6,Beige,Donna
87,C1DR6006M032,CafèNoir,Tronchetti,tronchetto in pelle scamosciata con inserto a contrasto camel,89.0,44.5,Beige,Donna
88,C1HF8084M006,CafèNoir,Ciabatte,ciabatta su fondo zeppa sabbia,95.0,66.5,Beige,Donna
89,C1HF8083M006,CafèNoir,Sandali,sandalo spuntato su fondo zeppa sabbia,95.0,66.5,Beige,Donna
90,C1ED5003L017,CafèNoir,Mocassini,mocassini in pelle scamosciata con frangia multi sabbia,129.9,90.93,Beige,Donna
91,C1ED5002M072,CafèNoir,Mocassini,mocassini donna in pelle scamosciata con morsetto strass ecru,129.9,90.93,Beige,Donna
92,C1XW9003M032,CafèNoir,Tronchetti,tronchetto donna con trapuntatura e pelliccia sintetica camel,115.0,46.0,Beige,Donna
93,C1LB5209M006,CafèNoir,Sandali,sandali in pelle scamosciata con strass sabbia,149.0,74.5,Beige,Donna
94,C1GH5007M006,CafèNoir,Ciabatte,ciabatte in pelle scamosciata e raffia sabbia,99.0,49.5,Beige,Donna
95,C1GH5002M006,CafèNoir,Sandali,sandali in pelle scamosciata e raffia sabbia,99.0,49.5,Beige,Donna
96,C1EL5050M008,CafèNoir,Altro,scarpe in suede realizzate in camoscio aperte sul retro con morsetto trasparente beige,139.0,69.5,Beige,Donna
97,C1EL5010M008,CafèNoir,Altro,scarpe in suede realizzate in camoscio con gabbia asimmetrica intrecciata beige,149.0,74.5,Beige,Donna
98,C1DS1013W050,CafèNoir,Sneakers,sneaker in pelle con accessorio smaltato bianco/beige,129.9,,Beige|Bianco,Donna
99,C1DS1013M045,CafèNoir,Sneakers,sneaker in pelle con accessorio smaltato beige/bianco,129.9,,Beige|Bianco,Donna
100,C1XA5563W001,CafèNoir,Sandali,sandali asimmetrico con mignons bianco,105.0,,Bianco,Donna
101,C1DS1014W001,CafèNoir,Sneakers,sneaker in pelle con accessori strass bianco,129.9,,Bianco,Donna
102,C1DS1012W001,CafèNoir,Mocassini,mocassino in pelle con accessorio smaltato bianco,119.9,,Bianco,Donna
103,C1DS1001W001,CafèNoir,Sneakers,sneaker in pelle con micro strass bianco,129.9,,Bianco,Donna
104,C1DN9500W001,CafèNoir,Stringate,francesina lacci in tessuto e pelle con accessori leva e metti bianco,129.9,,Bianco,Donna
105,C1DN1400W001,CafèNoir,Slip-on,slip-on da donna con borchie e strass bianco,129.9,,Bianco,Donna
106,C1DN1007W001,CafèNoir,Running,running da donna allacciata con zip bianco,129.9,,Bianco,Donna
107,C1DH9004W079,CafèNoir,Running,running in tessuto e pelle scamosciata bianco fuxia,99.9,,Bianco,Donna
108,C1XT1012W050,CafèNoir,Sneakers,sneakers da donna in pelle e pelle scamosciata con accessorio bianco/beige,149.0,59.6,Bianco,Donna
109,C1DZ6001W012,CafèNoir,Tronchetti,tronchetto da donna in pelle scamosciata ghiaccio,119.9,59.95,Bianco,Donna
110,C1DZ1001W015,CafèNoir,Tronchetti,tronchetto da donna in pelle panna,119.9,59.95,Bianco,Donna
111,C1DN1085W001,CafèNoir,Running,running slip-on con accessorio gioiello bianco,139.9,69.95,Bianco,Donna
112,C1DL1000W001,CafèNoir,Running,running da donna con riporti laminati bianco,99.9,49.95,Bianco,Donna
113,C1DA1032W050,CafèNoir,Sneakers,sneakers da donna in pelle con lacci bianco/beige,109.9,54.95,Bianco,Donna
114,C1DA1031W088,CafèNoir,Sneakers,sneakers da donna in pelle e pelle scamosciata con riporti effetto metallico bianco camel,109.9,54.95,Bianco,Donna
115,C1DA1031W087,CafèNoir,Sneakers,sneakers da donna in pelle e pelle scamosciata con riporti effetto metallico bianco maculato,109.9,54.95,Bianco,Donna
116,C1DB6031W022,CafèNoir,Sneakers,sneakers da donna in pelle scamosciata e tessuto off white,89.9,44.95,Bianco,Donna
117,C1FL9030,CafèNoir,Stivali,stivali a coscia in similnappa con suola monoblocco,139.0,55.6,Bianco,Donna
118,C1GG9035W036,CafèNoir,Sandali,sandali frate con tomaia multi listini bianco/oro,109.9,76.93,Bianco,Donna
119,C1EF1004W022,CafèNoir,Tronchetti,tronchetti affusolati in pelle con cerniera laterale e tacchetto medio off white,149.9,104.93,Bianco,Donna
120,C1HN9008W001,CafèNoir,Ciabatte,ciabatta tre fasce su zeppa in rafia bianco,119.9,83.93,Bianco,Donna
121,C1LC4023W001,CafèNoir,Sandali,sandali asimmetrici in pelle bianco,139.9,97.93,Bianco,Donna
122,C1NB4056W015,CafèNoir,Décolleté,décolleté in nappa con aperture laterali panna,129.9,90.93,Bianco,Donna
123,C1XV4200W001,CafèNoir,Sandali,sandali in pelle con borchie bianco,159.0,63.6,Bianco,Donna
124,C1XP9011W001,CafèNoir,Ciabatte,ciabatte in vernice con fibbia bianco,79.0,31.6,Bianco,Donna
125,C1DN1025W001,CafèNoir,Slip-on,slip-on da donna in pelle e glitter bianco,139.9,97.93,Bianco,Donna
126,C1EN4001W037,CafèNoir,Tronchetti,tronchetto donna in nappa con elastici latte,139.9,97.93,Bianco,Donna
127,C1ND9031W084,CafèNoir,Ciabatte,ciabatta bicolor con listini imbottiti panna/oro,109.9,76.93,Bianco,Donna
128,C1FC1106W022,CafèNoir,Stivali,stivale in pelle con cerniera off white,179.0,89.5,Bianco,Donna
129,C1GG9033W036,CafèNoir,Infradito,infradito con tomaia multi listini bianco/oro,99.9,69.93,Bianco,Donna
130,C1HN9006W001,CafèNoir,Sandali,sandalo gilda su zeppa in rafia bianco,119.9,83.93,Bianco,Donna
131,C1NB4050W015,CafèNoir,Décolleté,décolleté in nappa panna,129.9,90.93,Bianco,Donna
132,C1FD1301W022,CafèNoir,Tronchetti,tronchetto allacciato in pelle off white,129.0,64.5,Bianco,Donna
133,C1DF6124W001,CafèNoir,Slip-on,slip-on in pelle scamosciata laminata con riporti glitter bianco,139.9,97.93,Bianco,Donna
134,C1ND1050W015,CafèNoir,Sandali,sandali a fascia in nappa panna,119.9,83.93,Bianco,Donna
135,C1FC1103W022,CafèNoir,Stivaletti,stivaletto donna in pelle off white,169.0,84.5,Bianco,Donna
136,C1XJ1960W001,CafèNoir,Sandali,sandali con lacci in strass bianco,135.0,54.0,Bianco,Donna
137,C1NA4093W015,CafèNoir,Décolleté,"décolleté a ""t"" aperta dietro in nappa panna",129.9,90.93,Bianco,Donna
138,C1XJ1958W001,CafèNoir,Sandali,sandali infradito in pelle con accessorio bianco,125.0,50.0,Bianco,Donna
139,C1DE1015W001,CafèNoir,Slip-on,slip-on con fascia strass bianco,139.9,97.93,Bianco,Donna
140,C1DM9133W005,CafèNoir,Sneakers,sneakers mid patchwork zebrati multi bianco,79.9,55.93,Bianco,Donna
141,C1HB4129W015,CafèNoir,Sandali,sandali asimmetrici in nappa con zeppa effetto imbottito panna,129.9,90.93,Bianco,Donna
142,C1HB4127W015,CafèNoir,Sandali,sandali in nappa con zeppa effetto imbottito panna,129.9,90.93,Bianco,Donna
143,C1XJ1957W001,CafèNoir,Sandali,sandali gladiatore in pelle con accessorio bianco,125.0,50.0,Bianco,Donna
144,C1DM9128W038,CafèNoir,Sneakers,sneakers in tessuto jeans con strass burro,89.9,62.93,Bianco,Donna
145,C1HB4026W015,CafèNoir,Sandali,sandali incrocio in nappa con zeppa strass panna,129.9,90.93,Bianco,Donna
146,C1XJ1956W001,CafèNoir,Sandali,sandali in pelle mignon con accessorio triangolo strass bianco,135.0,54.0,Bianco,Donna
147,C1EF1001W022,CafèNoir,Décolleté,décolleté con laccio dietro con tomaia in pelle intrecciata off white,129.9,90.93,Bianco,Donna
148,C1EL4103W001,CafèNoir,Altro,scarpe in nappa con morsetto bianco,129.9,90.93,Bianco,Donna
149,C1EL4003W001,CafèNoir,Altro,scarpe in nappa aperte sul retro con morsetto bianco,129.9,90.93,Bianco,Donna
150,C1GD9004W001,CafèNoir,Sandali,sandali con borchie sfaccettate bianco,99.9,69.93,Bianco,Donna
151,C1HB4024W015,CafèNoir,Ciabatte,ciabatta in nappa con zeppa strass panna,129.9,90.93,Bianco,Donna
152,C1LM1045W001,CafèNoir,Sandali,sandali in pelle con accessorio bianco,109.9,76.93,Bianco,Donna
153,C1DG9004W052,CafèNoir,Sneakers,sneakers in tessuto sfrangiato e cuciture a contrasto bianco/verde,89.9,62.93,Bianco,Donna
154,C1LM1044W001,CafèNoir,Ciabatte,ciabatta con doppia fascia bianco,99.9,69.93,Bianco,Donna
155,C1DG9004V003,CafèNoir,Sneakers,sneakers in tessuto sfrangiato e cuciture a contrasto bianco/fuxia,89.9,62.93,Bianco,Donna
156,C1EL3001W001,CafèNoir,Altro,scarpe aperte dietro in vernice con bordo e cinturino bianco,129.9,90.93,Bianco,Donna
157,C1DN1047W001,CafèNoir,Sneakers,sneakers in pelle bianco,135.0,94.5,Bianco,Donna
158,C1DH9004G050,CafèNoir,Running,running in tessuto e pelle scamosciata bianco salvia,99.9,,Bianco,Donna
159,C1DN1037W001,CafèNoir,Sneakers,sneakers in pelle e pizzo bianco,139.9,97.93,Bianco,Donna
160,C1DG9002W001,CafèNoir,Sneakers,sneakers in tessuto sfrangiato e patch di strass bianco,99.9,69.93,Bianco,Donna
161,C1DN1029W001,CafèNoir,Sneakers,sneakers in pelle e strass bianco,149.9,104.93,Bianco,Donna
162,C1DN1028W001,CafèNoir,Sneakers,sneakers in pelle scamosciata con borchie e strass bianco,149.9,104.93,Bianco,Donna
163,C1DN1027W001,CafèNoir,Sneakers,sneakers in pelle con borchie bianco,139.9,97.93,Bianco,Donna
164,C1ED9005W002,CafèNoir,Ballerine,ballerine aperte dietro con retina e strass bianco/argento,129.9,90.93,Bianco,Donna
165,C1DB6032W022,CafèNoir,Sneakers,sneakers in pelle scamosciata e glitter off white,99.9,69.93,Bianco,Donna
166,C1EF4016W022,CafèNoir,Décolleté,dècollète con chiusura asimmetrica e catena decorativa off white,139.0,69.5,Bianco,Donna
167,C1DN1014W001,CafèNoir,Sneakers,sneakers in pelle con ricamo e accessorio cuore removibile bianco,149.0,74.5,Bianco,Donna
168,C1DN1003W001,CafèNoir,Slip-on,slip-on donna in pellle con inserti laminati bianco,139.0,69.5,Bianco,Donna
169,C1DN1002W005,CafèNoir,Sneakers,sneakers in pelle patchwork multi bianco,149.0,74.5,Bianco,Donna
170,C1DN1001W001,CafèNoir,Slip-on,slip-on donna in pelle con strass bianco,139.0,69.5,Bianco,Donna
171,C1GC4014W001,CafèNoir,Sandali,sandali gilda in nappa con accessorio strass bianco,99.9,69.93,Bianco,Donna
172,C1DN9670W001,CafèNoir,Sneakers,sneakers slip on in tessuto lurex e pelle bianco,149.0,74.5,Bianco,Donna
173,C1FD1303W022,CafèNoir,Tronchetti,tronchetto donna in pelle off white,129.0,64.5,Bianco,Donna
174,C1FD1302W022,CafèNoir,Tronchetti,tronchetto in pelle con elastico off white,129.0,64.5,Bianco,Donna
175,C1EF2003,CafèNoir,Tronchetti,tronchetti spuntati in pelle traforata con doppio uso,139.0,69.5,Bianco,Donna
176,C1DZ6002W012,CafèNoir,Tronchetti,tronchetto in pelle scamosciata con laccio strass ghiaccio,149.0,74.5,Bianco,Donna
177,C1HF9004W005,CafèNoir,Sandali,sandali in tessuto ricamato su zeppa in corda multi bianco,99.0,49.5,Bianco,Donna
178,C1EG4311W001,CafèNoir,Mocassini,mocassini in pelle con morsetto strass bianco,99.9,69.93,Bianco,Donna
179,C1DN9250,CafèNoir,Slip,SLIP ON IN TESSUTO TECNICO LUREX,139.0,69.5,Bianco,Donna
180,C1EG4111W001,CafèNoir,Mocassini,mocassini donna in pelle con catena bianco,99.9,69.93,Bianco,Donna
181,C1DM9123W001,CafèNoir,Tronchetti,tronchetto donna con elastico e platform bianco,119.0,59.5,Bianco,Donna
182,C1HF8081W001,CafèNoir,Sandali,sandali bicolor su zeppa in pelle bianco,95.0,66.5,Bianco,Donna
183,C1DE1016W011,CafèNoir,Mocassini,mocassini con accessorio catena bianco/platino,119.9,83.93,Bianco,Donna
184,C1XL1131W022,CafèNoir,Tronchetti,tronchetto donna in pelle allacciato off white,159.0,63.6,Bianco,Donna
185,C1XL1132W022,CafèNoir,Tronchetti,tronchetto donna in pelle con elastico off white,159.0,63.6,Bianco,Donna
186,C1LC5007W005,CafèNoir,Sandali,sandali gilda con accessorio multi bianco,149.0,74.5,Bianco,Donna
187,C1LC4002W038,CafèNoir,Sandali,sandali due fasce in pelle burro,139.0,69.5,Bianco,Donna
188,C1LB4207W038,CafèNoir,Ciabatte,ciabatte in pelle con catena burro,149.0,74.5,Bianco,Donna
189,C1XD0108W036,CafèNoir,Sneakers,sneakers donna allacciata bianco/oro,149.0,59.6,Bianco,Donna
190,C1XD0108W003,CafèNoir,Sneakers,sneakers donna allacciata bianco/rosa,149.0,59.6,Bianco,Donna
191,C1LB4206W038,CafèNoir,Sandali,sandali in pelle con catena burro,149.0,74.5,Bianco,Donna
192,C1HH9004W001,CafèNoir,Sandali,sandali frate in rafia e con strass bianco,119.0,59.5,Bianco,Donna
193,C1HH9001W001,CafèNoir,Sandali,sandali gilda tre fasce rafia e strass bianco,119.0,59.5,Bianco,Donna
194,C1GH1002W001,CafèNoir,Sandali,sandali con fasce in pelle e raffia bianco,99.0,49.5,Bianco,Donna
195,C1GF1003W005,CafèNoir,Sandali,sandali fascia in pelle multicolor multi bianco,99.0,49.5,Bianco,Donna
196,C1EL3040W001,CafèNoir,Altro,scarpe aperte dietro in pelle di vernice con tomaia intrecciata bianco,139.0,69.5,Bianco,Donna
197,C1DN1330,CafèNoir,Sneakers,sneakers in pelle con inserti stampa monogramma cn,149.0,74.5,Bianco|Beige,Donna
198,C1XT1004W018,CafèNoir,Sneakers,sneakers donna in pelle con applicazioni tallone bianco/nero,139.0,,Bianco|Nero,Donna
199,C1DL6100S022,CafèNoir,Running,running da donna in pelle scamosciata e tessuto multi zebrato,99.9,49.95,Bianco|Nero,Donna
200,C1XT1005W036,CafèNoir,Sneakers,sneakers donna in pelle e riporto effetto glitter sul tallone bianco/oro,129.0,,Bianco|Oro,Donna
201,C1DS6002B059,CafèNoir,Mocassini,mocassino in pelle scamosciata accessorio smaltato multi jeans,119.9,,Blu,Donna
202,C1DL6000B012,CafèNoir,Running,running da donna in pelle scamosciata blu,99.9,49.95,Blu,Donna
203,C1XB2005B022,CafèNoir,Sandali,sandali schiava in pelle metallizzata azzurro,115.0,46.0,Blu,Donna
204,C1XK9005B012,CafèNoir,Sandali,sandali con mignon imbottiti su zeppa blu,125.0,50.0,Blu,Donna
205,C1GE9011B021,CafèNoir,Sandali,sandali schiava effetto laminato cobalto,79.9,55.93,Blu,Donna
206,C1GE9012B021,CafèNoir,Sandali,sandali stampa effetto pitonato con strass cobalto,89.9,62.93,Blu,Donna
207,C1NA4090B060,CafèNoir,Décolleté,décolleté in nappa blu royal,129.9,90.93,Blu,Donna
208,C1DM9132B059,CafèNoir,Sneakers,sneakers patchwork multi jeans,79.9,55.93,Blu,Donna
209,C1HB4028B021,CafèNoir,Sandali,sandali asimmetrici strass e nappa con zeppa righe strass cobalto,129.9,90.93,Blu,Donna
210,C1XA9000B012,CafèNoir,Sandali,sandali in tessuto e zeppa in corda blu,105.0,42.0,Blu,Donna
211,C1GD9003B012,CafèNoir,Sandali,sandali asimmetrici con strass blu,89.9,62.93,Blu,Donna
212,C1XA9012B022,CafèNoir,Ciabatte,ciabatta effetto laminato con strass azzurro,109.0,43.6,Blu,Donna
213,C1XA9913B012,CafèNoir,Sandali,sandali in tessuto su fondo corda blu,109.0,43.6,Blu,Donna
214,C1XA9912B012,CafèNoir,Sandali,sandali in tessuto su zeppa corda blu,105.0,42.0,Blu,Donna
215,C1EG6211B012,CafèNoir,Mocassini,mocassini in pelle scamosciata con vaschetta strass blu,99.9,69.93,Blu,Donna
216,C1EG6111B012,CafèNoir,Mocassini,mocassini in pelle scamosciata con morsetto catena blu,99.9,69.93,Blu,Donna
217,C1EG4311B012,CafèNoir,Mocassini,mocassini in pelle con morsetto strass blu,99.9,69.93,Blu,Donna
218,C1LD5050B012,CafèNoir,Tronchetti,tronchetto donna in camoscio con fibbia blu,169.0,67.6,Blu,Donna
219,C1XV6004B040,CafèNoir,Tronchetti,tronchetto donna in pelle scamosciata con elastici ottanio,195.0,78.0,Blu,Donna
220,C1HA6001R030,CafèNoir,Tronchetti,tronchetto donna in crosta con elastico vinaccia,119.0,59.5,Bordeaux,Donna
221,C1EA9004R014,CafèNoir,Stringate,derby donna in similpelle spazzolata con borchie bordeaux,99.0,49.5,Bordeaux,Donna
222,C1FA9501R014,CafèNoir,Tronchetti,tronchetto in similpelle spazzolata bordeaux,99.0,49.5,Bordeaux,Donna
223,C1ND4002R047,CafèNoir,Tronchetti,tronchetto donna in nappa con elastici ribes,149.0,74.5,Bordeaux,Donna
224,C1HD1040R014,CafèNoir,Tronchetti,tronchetto donna in pelle bordeaux,159.0,63.6,Bordeaux,Donna
225,C1XW6005R010,CafèNoir,Tronchetti,tronchetto donna alla caviglia con pelliccia sintetica glicine,105.0,42.0,Bordeaux,Donna
226,C1ED1005R014,CafèNoir,Tronchetti,tronchetto in pelle con cerniera bordeaux,139.0,69.5,Bordeaux,Donna
227,C1EA9006R014,CafèNoir,Tronchetti,tronchetto in similpelle spazzolata con elastici e borchie bordeaux,109.0,54.5,Bordeaux,Donna
